,house_size,km_to_Tokio,house_price,clusters
0,43.76122682713226,3.457790962179388,6997283.924744632,0
1,41.93488570053688,0.8651084798778932,7133651.560751341,0
2,27.033473572311514,6.9935491252293485,5227586.116589291,0
3,47.1874649921476,7.994732693680189,4837865.279520496,0
4,40.64804194907667,10.988927182309343,5934736.843173338,0
5,40.18811924947144,5.526906833577423,6227396.336148386,0
6,47.44526999764342,3.049269788423936,5732241.59825531,0
7,44.2050539850164,8.61508505787406,8295381.087447327,0
8,34.81008620356214,3.2457234783425397,6474381.516198167,0
9,44.06584712974407,8.851286646280826,7520941.468485817,0
10,40.15871631115988,3.936478405989684,5279901.250774962,0
11,13.973059990388439,6.06285506500765,4795237.520877262,0
12,47.68092218094858,8.942262595087115,6438236.704145251,0
13,43.82945215569655,2.024931467437443,5995473.174619663,0
14,51.594988017029266,6.931922916815456,6408736.231845696,0
15,33.80601193583016,6.56818567124573,5294612.976845313,0
16,36.379877511824226,3.9750560134221664,5251550.0314653125,0
17,45.95579441644424,6.065620808909295,6578854.706255283,0
18,53.63101675509921,7.124137348704039,6218093.633691634,0
19,48.01531306365203,3.3851384786771312,5426387.155596869,0
20,44.012572367514956,5.250998867681619,7067437.172549994,0
21,25.1745945293298,7.261341697905071,8111681.781557824,0
22,35.71887152726943,9.831579657412384,6997410.15542619,0
23,34.61730468823262,6.079552829415782,5292717.831416578,0
24,52.72053206781134,1.2615848500286626,6244757.916707807,0
25,32.944660232062276,5.3262628105055745,7127615.048936872,0
26,44.56030310555131,6.826537598034372,8152274.701943419,0
27,35.476198564447714,8.0918942988744,6511231.8237667205,0
28,40.04127925618113,3.9018731633803805,6413318.491986834,0
29,40.357291989492836,0.24363421108646666,6272731.325098068,0
30,44.81334517076135,0.5115066793331371,7519039.40736291,0
31,66.052113481594,9.077707523493954,8409735.08552387,0
32,53.277451881551976,7.876502839463047,5639412.402872471,0
33,47.85388614766305,9.479405681191169,8936433.72398246,0
34,33.08684935010167,8.339546183879136,6231545.712686523,0
35,20.901144493318057,7.818752043269622,5074051.465904995,0
36,54.36365522404042,6.279572080696018,5017922.769525008,0
37,38.879560109793246,8.763642985559233,5364670.341767747,0
38,26.40706176894149,0.37901042774687177,6016321.803538598,0
39,45.45056143632792,2.3734328437979824,5596275.486826629,0
40,30.656461998168737,6.392623996464719,5579215.693863108,0
41,35.84078359264612,4.168547309476285,5320225.329470217,0
42,38.44969489644274,5.58692195156793,5779643.258249319,0
43,30.536745038755583,3.6081210612778607,5677975.686586474,0
44,47.27946044750161,8.672165613970778,7553554.967288686,0
45,42.053409553648834,3.3332975498596493,4663680.960522558,0
46,37.992840243175614,3.5379652913199946,5497218.658699271,0
47,31.294222059080816,0.7780625498869504,4999451.750636592,0
48,39.48144591906272,7.895276000541963,4154419.3735843506,0
49,31.562269490592413,6.713729746641265,5279724.606370499,0
50,45.732679136123615,3.2019587895705843,4855800.771152804,0
51,47.08063626159284,5.521118003931493,4481473.011258668,0
52,28.312800421259812,4.749824495544498,7321312.261145059,0
53,43.30089899936672,7.283042201166044,6578353.8533960385,0
54,50.369649254746705,3.973051043118028,6734523.807328878,0
55,48.304408750113325,3.9565689305133436,7483925.694170989,0
56,36.57442516964521,1.8315302603738504,5847989.663370557,0
57,35.719927307980356,0.6019360129332085,5110937.78429943,0
58,56.57581899566393,6.249512813312029,6828537.682952182,0
59,32.19848185974594,8.588881797230991,5882131.080122809,0
60,56.85503255107158,6.235386935080394,6898084.330427941,0
61,36.479996769994386,5.099114618904121,7062843.598596366,0
62,64.96545568439484,1.7578140364317072,6025923.904106663,0
63,26.420373911308836,7.218198255640935,5836919.6774024535,0
64,41.23669966667207,4.9033296826319175,6100080.7447200455,0
65,33.19485252950221,1.0752420378227399,5074461.700282708,0
66,36.3432576158648,5.539106410461468,5524325.6198316645,0
67,44.958308617944645,2.2772111749183184,7150567.1401316915,0
68,41.931362048238896,4.386931012739628,7030720.805044081,0
69,38.23551012779851,2.45852894586896,7646664.984573689,0
